"Protein.ID" "Description" "Peptides" "Frames" "Hits" "Ratio.AS.0.C.0" "StDev" "pValue" "Fraction.1D_2D" "Gene_name" "UniprotID"
"2880" "SP://E9Q035" "E9Q035_MOUSE Protein Gm20425 OS=Mus musculus GN=Gm20425 PE=4 SV=1" 1 1 3 0.895 0.114 0.278 "C_30_02" "Gm20425" "E9Q035"
"2881" "SP://E9Q035" "E9Q035_MOUSE Protein Gm20425 OS=Mus musculus GN=Gm20425 PE=4 SV=1" 4 5 27 2.064 0.017 2.01e-06 "C_31_01" "Gm20425" "E9Q035"
"2882" "SP://E9Q035" "E9Q035_MOUSE Protein Gm20425 OS=Mus musculus GN=Gm20425 PE=4 SV=1" 3 3 24 1.757 0.012 0.000189 "C_32_02" "Gm20425" "E9Q035"
"2883" "SP://E9Q035" "E9Q035_MOUSE Protein Gm20425 OS=Mus musculus GN=Gm20425 PE=4 SV=1" 5 7 36 1.213 0.018 3.21e-08 "C_33_01" "Gm20425" "E9Q035"
"2884" "SP://E9Q035" "E9Q035_MOUSE Protein Gm20425 OS=Mus musculus GN=Gm20425 PE=4 SV=1" 5 7 30 0.531 0.008 2.05e-10 "C_34_02" "Gm20425" "E9Q035"
"2885" "SP://E9Q035" "E9Q035_MOUSE Protein Gm20425 OS=Mus musculus GN=Gm20425 PE=4 SV=1" 5 5 26 1 0.014 1.76e-06 "C_35_01" "Gm20425" "E9Q035"
"2886" "SP://E9Q035" "E9Q035_MOUSE Protein Gm20425 OS=Mus musculus GN=Gm20425 PE=4 SV=1" 5 7 40 0.139 0.009 4.94e-11 "C_36_02" "Gm20425" "E9Q035"
"2887" "SP://E9Q035" "E9Q035_MOUSE Protein Gm20425 OS=Mus musculus GN=Gm20425 PE=4 SV=1" 2 3 12 0.172 0.117 0.00609 "C_37_01" "Gm20425" "E9Q035"
"2888" "SP://E9Q035" "E9Q035_MOUSE Protein Gm20425 OS=Mus musculus GN=Gm20425 PE=4 SV=1" 1 1 1 2.931 0.522 0.0913 "C_40_00" "Gm20425" "E9Q035"
"2889" "SP://E9Q035" "E9Q035_MOUSE Protein Gm20425 OS=Mus musculus GN=Gm20425 PE=4 SV=1" 2 2 3 1.333 0.016 0.000758 "C_30_04" "Gm20425" "E9Q035"
"2890" "SP://E9Q035" "E9Q035_MOUSE Protein Gm20425 OS=Mus musculus GN=Gm20425 PE=4 SV=1" 3 3 13 1.418 0.124 0.0348 "C_31_03" "Gm20425" "E9Q035"
"2891" "SP://E9Q035" "E9Q035_MOUSE Protein Gm20425 OS=Mus musculus GN=Gm20425 PE=4 SV=1" 2 2 11 3.976 0.058 0.00125 "C_32_04" "Gm20425" "E9Q035"
"2892" "SP://E9Q035" "E9Q035_MOUSE Protein Gm20425 OS=Mus musculus GN=Gm20425 PE=4 SV=1" 2 3 5 2.2 0.09 0.00299 "C_32_11" "Gm20425" "E9Q035"
"2893" "SP://E9Q035" "E9Q035_MOUSE Protein Gm20425 OS=Mus musculus GN=Gm20425 PE=4 SV=1" 3 3 20 0.622 0.063 0.00989 "C_33_03" "Gm20425" "E9Q035"
"2894" "SP://E9Q035" "E9Q035_MOUSE Protein Gm20425 OS=Mus musculus GN=Gm20425 PE=4 SV=1" 1 1 1 0.917 0.185 0.542 "C_34_04" "Gm20425" "E9Q035"
"2895" "SP://E9Q035" "E9Q035_MOUSE Protein Gm20425 OS=Mus musculus GN=Gm20425 PE=4 SV=1" 3 4 25 0.229 0.074 0.00656 "C_35_03" "Gm20425" "E9Q035"
"2896" "SP://E9Q035" "E9Q035_MOUSE Protein Gm20425 OS=Mus musculus GN=Gm20425 PE=4 SV=1" 3 3 9 0.144 0.234 6.58e-05 "C_37_03" "Gm20425" "E9Q035"
"2897" "SP://E9Q035" "E9Q035_MOUSE Protein Gm20425 OS=Mus musculus GN=Gm20425 PE=4 SV=1" 3 3 18 1.738 0.038 0.0128 "C_12_24" "Gm20425" "E9Q035"
"2898" "SP://E9Q035" "E9Q035_MOUSE Protein Gm20425 OS=Mus musculus GN=Gm20425 PE=4 SV=1" 6 8 60 0.567 0.011 1.08e-09 "C_12_25" "Gm20425" "E9Q035"
"2899" "SP://E9Q035" "E9Q035_MOUSE Protein Gm20425 OS=Mus musculus GN=Gm20425 PE=4 SV=1" 3 4 19 0.286 0.055 0.000294 "C_21_22" "Gm20425" "E9Q035"
"2900" "SP://E9Q035" "E9Q035_MOUSE Protein Gm20425 OS=Mus musculus GN=Gm20425 PE=4 SV=1" 1 1 1 99999.9 1 1 "C_23_22" "Gm20425" "E9Q035"
"2901" "SP://E9Q035" "E9Q035_MOUSE Protein Gm20425 OS=Mus musculus GN=Gm20425 PE=4 SV=1" 2 3 9 1.194 0.034 0.0024 "C_26_21" "Gm20425" "E9Q035"
"2902" "SP://E9Q035" "E9Q035_MOUSE Protein Gm20425 OS=Mus musculus GN=Gm20425 PE=4 SV=1" 1 1 2 0.323 0.529 0.145 "C_30_19" "Gm20425" "E9Q035"
"2903" "SP://E9Q035" "E9Q035_MOUSE Protein Gm20425 OS=Mus musculus GN=Gm20425 PE=4 SV=1" 4 6 42 4.513 0.023 1.24e-05 "C_31_18" "Gm20425" "E9Q035"
"2904" "SP://E9Q035" "E9Q035_MOUSE Protein Gm20425 OS=Mus musculus GN=Gm20425 PE=4 SV=1" 2 4 27 0.733 0.03 0.00042 "C_33_18" "Gm20425" "E9Q035"
"2905" "SP://E9Q035" "E9Q035_MOUSE Protein Gm20425 OS=Mus musculus GN=Gm20425 PE=4 SV=1" 2 2 9 0.164 0.119 0.00131 "C_35_18" "Gm20425" "E9Q035"
"2906" "SP://E9Q035" "E9Q035_MOUSE Protein Gm20425 OS=Mus musculus GN=Gm20425 PE=4 SV=1" 1 1 5 1.015 0.202 0.906 "C_35_20" "Gm20425" "E9Q035"
"2907" "SP://E9Q035" "E9Q035_MOUSE Protein Gm20425 OS=Mus musculus GN=Gm20425 PE=4 SV=1" 1 1 2 1.175 0.221 0.459 "C_36_21" "Gm20425" "E9Q035"
"2908" "SP://E9Q035" "E9Q035_MOUSE Protein Gm20425 OS=Mus musculus GN=Gm20425 PE=4 SV=1" 1 1 2 0.892 0.018 0.0648 "C_37_20" "Gm20425" "E9Q035"
"2909" "SP://E9Q035" "E9Q035_MOUSE Protein Gm20425 OS=Mus musculus GN=Gm20425 PE=4 SV=1" 2 3 10 1.426 0.032 0.0833 "C_21_24" "Gm20425" "E9Q035"
"2910" "SP://E9Q035" "E9Q035_MOUSE Protein Gm20425 OS=Mus musculus GN=Gm20425 PE=4 SV=1" 3 5 28 0.937 0.03 0.00054 "C_22_23" "Gm20425" "E9Q035"
"2911" "SP://E9Q035" "E9Q035_MOUSE Protein Gm20425 OS=Mus musculus GN=Gm20425 PE=4 SV=1" 3 4 23 2.163 0.017 0.00013 "C_23_24" "Gm20425" "E9Q035"
"2912" "SP://E9Q035" "E9Q035_MOUSE Protein Gm20425 OS=Mus musculus GN=Gm20425 PE=4 SV=1" 5 7 49 0.112 0.014 1.75e-12 "C_24_23" "Gm20425" "E9Q035"
"2913" "SP://E9Q035" "E9Q035_MOUSE Protein Gm20425 OS=Mus musculus GN=Gm20425 PE=4 SV=1" 1 1 4 0.364 0.114 0.0676 "C_25_24" "Gm20425" "E9Q035"
"2914" "SP://E9Q035" "E9Q035_MOUSE Protein Gm20425 OS=Mus musculus GN=Gm20425 PE=4 SV=1" 3 3 14 0.062 0.024 0.000263 "C_26_23" "Gm20425" "E9Q035"
"2915" "SP://E9Q035" "E9Q035_MOUSE Protein Gm20425 OS=Mus musculus GN=Gm20425 PE=4 SV=1" 1 1 2 1.374 0.021 0.0134 "C_26_25" "Gm20425" "E9Q035"
"2916" "SP://E9Q035" "E9Q035_MOUSE Protein Gm20425 OS=Mus musculus GN=Gm20425 PE=4 SV=1" 2 3 12 1.705 0.057 0.000368 "C_32_22" "Gm20425" "E9Q035"
"2917" "SP://E9Q035" "E9Q035_MOUSE Protein Gm20425 OS=Mus musculus GN=Gm20425 PE=4 SV=1" 1 1 1 2.658 0.123 0.00332 "C_33_23" "Gm20425" "E9Q035"
"2918" "SP://E9Q035" "E9Q035_MOUSE Protein Gm20425 OS=Mus musculus GN=Gm20425 PE=4 SV=1" 1 1 4 0.703 0.215 0.142 "C_34_22" "Gm20425" "E9Q035"
"2919" "SP://E9Q035" "E9Q035_MOUSE Protein Gm20425 OS=Mus musculus GN=Gm20425 PE=4 SV=1" 4 5 14 57754.371 0.537 1 "C_13_32" "Gm20425" "E9Q035"
"2920" "SP://E9Q035" "E9Q035_MOUSE Protein Gm20425 OS=Mus musculus GN=Gm20425 PE=4 SV=1" 3 4 21 1.11 0.015 0.00396 "C_15_32" "Gm20425" "E9Q035"
"2921" "SP://E9Q035" "E9Q035_MOUSE Protein Gm20425 OS=Mus musculus GN=Gm20425 PE=4 SV=1" 1 1 4 0.11 0.143 0.0502 "C_17_32" "Gm20425" "E9Q035"
"2922" "SP://E9Q035" "E9Q035_MOUSE Protein Gm20425 OS=Mus musculus GN=Gm20425 PE=4 SV=1" 1 1 2 0 1 1 "C_20_29" "Gm20425" "E9Q035"
"2923" "SP://E9Q035" "E9Q035_MOUSE Protein Gm20425 OS=Mus musculus GN=Gm20425 PE=4 SV=1" 1 1 5 5.585 0.047 0.000104 "C_22_29" "Gm20425" "E9Q035"
"2924" "SP://E9Q035" "E9Q035_MOUSE Protein Gm20425 OS=Mus musculus GN=Gm20425 PE=4 SV=1" 1 1 6 0.007 1.551 0.0608 "C_24_29" "Gm20425" "E9Q035"
"2925" "SP://E9Q035" "E9Q035_MOUSE Protein Gm20425 OS=Mus musculus GN=Gm20425 PE=4 SV=1" 3 2 9 0.626 0.024 0.000479 "C_10_31" "Gm20425" "E9Q035"
"2926" "SP://E9Q035" "E9Q035_MOUSE Protein Gm20425 OS=Mus musculus GN=Gm20425 PE=4 SV=1" 4 3 16 0.155 0.021 2.76e-08 "C_12_31" "Gm20425" "E9Q035"
"2927" "SP://E9Q035" "E9Q035_MOUSE Protein Gm20425 OS=Mus musculus GN=Gm20425 PE=4 SV=1" 1 2 4 1.344 0.063 0.016 "C_14_35" "Gm20425" "E9Q035"
"2928" "SP://E9Q035" "E9Q035_MOUSE Protein Gm20425 OS=Mus musculus GN=Gm20425 PE=4 SV=1" 1 1 1 1.07 0.232 0.674 "C_20_31" "Gm20425" "E9Q035"
"2929" "SP://E9Q035" "E9Q035_MOUSE Protein Gm20425 OS=Mus musculus GN=Gm20425 PE=4 SV=1" 1 1 2 0.057 0.944 0.00294 "C_24_31" "Gm20425" "E9Q035"
"2930" "SP://E9Q179" "E9Q179_MOUSE G_rich sequence factor 1 OS=Mus musculus GN=Grsf1 PE=2 SV=1" 1 1 1 1.149 0.078 0.118 "C_37_20" "Grsf1" "E9Q179"
"2931" "SP://E9Q1U1" "CC171_MOUSE Coiled_coil domain_containing protein 171 OS=Mus musculus GN=Ccdc171 PE=2 SV=1" 1 1 1 1.345 0.048 0.00619 "C_27_22" "Ccdc171" "E9Q1U1"
"2932" "SP://E9Q1U1-2" "CC171_MOUSE Isoform 2 of Coiled_coil domain_containing protein 171 OS=Mus musculus GN=Ccdc171" 1 1 1 1.345 0.048 0.00619 "C_27_22" "Ccdc171" "E9Q1U1-2"
"2933" "SP://E9Q1Y3" "E9Q1Y3_MOUSE Apolipoprotein B_100 (Fragment) OS=Mus musculus GN=Apob PE=2 SV=1" 4 4 8 69620.579 0.59 0.993 "C_08_01" "Apob" "E9Q1Y3"
"2934" "SP://E9Q1Y3" "E9Q1Y3_MOUSE Apolipoprotein B_100 (Fragment) OS=Mus musculus GN=Apob PE=2 SV=1" 2 2 2 1821.69 0.135 7.13e-06 "C_09_02" "Apob" "E9Q1Y3"
"2935" "SP://E9Q223" "E9Q223_MOUSE Hemoglobin subunit beta_1 (Fragment) OS=Mus musculus GN=Hbb_b1 PE=2 SV=1" 1 2 16 0.318 0.073 0.00758 "C_36_02" "Hbb_b1" "E9Q223"
"2936" "SP://E9Q223" "E9Q223_MOUSE Hemoglobin subunit beta_1 (Fragment) OS=Mus musculus GN=Hbb_b1 PE=2 SV=1" 1 4 41 0.469 0.047 0.000107 "C_37_01" "Hbb_b1" "E9Q223"
"2937" "SP://E9Q223" "E9Q223_MOUSE Hemoglobin subunit beta_1 (Fragment) OS=Mus musculus GN=Hbb_b1 PE=2 SV=1" 1 1 4 0.217 0.055 0.0119 "C_38_00" "Hbb_b1" "E9Q223"
"2938" "SP://E9Q223" "E9Q223_MOUSE Hemoglobin subunit beta_1 (Fragment) OS=Mus musculus GN=Hbb_b1 PE=2 SV=1" 2 7 43 0.44 0.012 4.73e-09 "C_38_02" "Hbb_b1" "E9Q223"
"2939" "SP://E9Q223" "E9Q223_MOUSE Hemoglobin subunit beta_1 (Fragment) OS=Mus musculus GN=Hbb_b1 PE=2 SV=1" 2 6 32 0.464 0.036 0.000143 "C_39_01" "Hbb_b1" "E9Q223"
"2940" "SP://E9Q223" "E9Q223_MOUSE Hemoglobin subunit beta_1 (Fragment) OS=Mus musculus GN=Hbb_b1 PE=2 SV=1" 1 1 7 0.421 0.077 0.0495 "C_40_02" "Hbb_b1" "E9Q223"
"2941" "SP://E9Q223" "E9Q223_MOUSE Hemoglobin subunit beta_1 (Fragment) OS=Mus musculus GN=Hbb_b1 PE=2 SV=1" 1 1 5 0.202 0.036 8.7e-05 "C_41_01" "Hbb_b1" "E9Q223"
"2942" "SP://E9Q223" "E9Q223_MOUSE Hemoglobin subunit beta_1 (Fragment) OS=Mus musculus GN=Hbb_b1 PE=2 SV=1" 1 1 4 0.22 0.142 0.0168 "C_20_23" "Hbb_b1" "E9Q223"
"2943" "SP://E9Q223" "E9Q223_MOUSE Hemoglobin subunit beta_1 (Fragment) OS=Mus musculus GN=Hbb_b1 PE=2 SV=1" 1 1 5 0.359 0.106 0.0478 "C_26_23" "Hbb_b1" "E9Q223"
"2944" "SP://E9Q223" "E9Q223_MOUSE Hemoglobin subunit beta_1 (Fragment) OS=Mus musculus GN=Hbb_b1 PE=2 SV=1" 1 1 6 1.218 0.119 0.196 "C_34_22" "Hbb_b1" "E9Q223"
"2945" "SP://E9Q223" "E9Q223_MOUSE Hemoglobin subunit beta_1 (Fragment) OS=Mus musculus GN=Hbb_b1 PE=2 SV=1" 1 1 1 0.422 0.062 0.0173 "C_21_28" "Hbb_b1" "E9Q223"
"2946" "SP://E9Q2Q7" "E9Q2Q7_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=2 SV=1" 1 1 5 1.015 0.202 0.906 "C_35_20" "Trf" "E9Q2Q7"
"2947" "SP://E9Q2Q7" "E9Q2Q7_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=2 SV=1" 1 1 6 0.894 0.064 0.0864 "C_10_31" "Trf" "E9Q2Q7"
"2948" "SP://E9Q2Q7" "E9Q2Q7_MOUSE Serotransferrin (Fragment) OS=Mus musculus GN=Trf PE=2 SV=1" 1 1 4 0.155 0.029 0.000419 "C_12_31" "Trf" "E9Q2Q7"
"2949" "SP://E9Q414" "APOB_MOUSE Apolipoprotein B_100 OS=Mus musculus GN=Apob PE=1 SV=1" 4 4 8 69620.579 0.59 0.993 "C_08_01" "Apob" "E9Q414"
"2950" "SP://E9Q414" "APOB_MOUSE Apolipoprotein B_100 OS=Mus musculus GN=Apob PE=1 SV=1" 2 2 2 1821.69 0.135 7.13e-06 "C_09_02" "Apob" "E9Q414"
"2951" "SP://E9Q499" "E9Q499_MOUSE Serine protease inhibitor A3G (Fragment) OS=Mus musculus GN=Serpina3g PE=2 SV=1" 1 1 1 0.782 0.059 0.0736 "C_31_25" "Serpina3g" "E9Q499"
"2952" "SP://E9Q4G4" "E9Q4G4_MOUSE Apolipoprotein B_100 (Fragment) OS=Mus musculus GN=Apob PE=2 SV=1" 1 1 5 1.67 1.47 0.754 "C_08_01" "Apob" "E9Q4G4"
"2953" "SP://E9Q577" "E9Q577_MOUSE BRCA1_A complex subunit RAP80 OS=Mus musculus GN=Uimc1 PE=2 SV=1" 1 1 1 0.275 0.11 0.0129 "C_33_14" "Uimc1" "E9Q577"
"2954" "SP://E9Q577" "E9Q577_MOUSE BRCA1_A complex subunit RAP80 OS=Mus musculus GN=Uimc1 PE=2 SV=1" 1 1 1 0.327 0.137 0.0145 "C_36_17" "Uimc1" "E9Q577"
"2955" "SP://E9Q577" "E9Q577_MOUSE BRCA1_A complex subunit RAP80 OS=Mus musculus GN=Uimc1 PE=2 SV=1" 1 1 1 0.707 0.041 0.0592 "C_26_25" "Uimc1" "E9Q577"
"2956" "SP://E9Q5L2" "E9Q5L2_MOUSE Inter alpha_trypsin inhibitor_ heavy chain 4 OS=Mus musculus GN=Itih4 PE=2 SV=1" 2 2 3 845.954 0.092 1.02e-05 "C_12_01" "Itih4" "E9Q5L2"
"2957" "SP://E9Q5L2" "E9Q5L2_MOUSE Inter alpha_trypsin inhibitor_ heavy chain 4 OS=Mus musculus GN=Itih4 PE=2 SV=1" 1 1 1 1.948 0.238 0.105 "C_13_02" "Itih4" "E9Q5L2"
"2958" "SP://E9Q5L2" "E9Q5L2_MOUSE Inter alpha_trypsin inhibitor_ heavy chain 4 OS=Mus musculus GN=Itih4 PE=2 SV=1" 1 1 3 2.967 0.319 0.0181 "C_25_20" "Itih4" "E9Q5L2"
"2959" "SP://E9Q5L2" "E9Q5L2_MOUSE Inter alpha_trypsin inhibitor_ heavy chain 4 OS=Mus musculus GN=Itih4 PE=2 SV=1" 1 1 1 2.856 0.031 0.0196 "C_25_22" "Itih4" "E9Q5L2"
"2960" "SP://E9Q5L2" "E9Q5L2_MOUSE Inter alpha_trypsin inhibitor_ heavy chain 4 OS=Mus musculus GN=Itih4 PE=2 SV=1" 1 1 2 1.449 0.112 0.0251 "C_25_24" "Itih4" "E9Q5L2"
"2961" "SP://E9Q6J5" "E9Q6J5_MOUSE Protein Bod1l OS=Mus musculus GN=Bod1l PE=2 SV=1" 1 1 1 1.707 0.016 0.0173 "C_36_17" "Bod1l" "E9Q6J5"
"2962" "SP://E9Q6J5" "E9Q6J5_MOUSE Protein Bod1l OS=Mus musculus GN=Bod1l PE=2 SV=1" 1 1 1 0.793 0.043 0.0208 "C_35_20" "Bod1l" "E9Q6J5"
"2963" "SP://E9Q701" "E9Q701_MOUSE Nuclear receptor corepressor 2 OS=Mus musculus GN=Ncor2 PE=2 SV=1" 1 1 1 4.074 0.169 0.072 "C_14_01" "Ncor2" "E9Q701"
"2964" "SP://E9Q701" "E9Q701_MOUSE Nuclear receptor corepressor 2 OS=Mus musculus GN=Ncor2 PE=2 SV=1" 1 1 1 2.471 0.053 0.00161 "C_10_31" "Ncor2" "E9Q701"
"2965" "SP://E9Q701" "E9Q701_MOUSE Nuclear receptor corepressor 2 OS=Mus musculus GN=Ncor2 PE=2 SV=1" 1 1 1 1.604 0.037 0.0103 "C_14_31" "Ncor2" "E9Q701"
"2966" "SP://E9Q7R9" "E9Q7R9_MOUSE Protein Wdr96 OS=Mus musculus GN=Wdr96 PE=4 SV=1" 1 1 1 0.84 0.203 0.227 "C_33_16" "Wdr96" "E9Q7R9"
"2967" "SP://E9Q7R9" "E9Q7R9_MOUSE Protein Wdr96 OS=Mus musculus GN=Wdr96 PE=4 SV=1" 1 1 1 0.485 0.075 0.0115 "C_34_15" "Wdr96" "E9Q7R9"
"2968" "SP://E9Q7R9" "E9Q7R9_MOUSE Protein Wdr96 OS=Mus musculus GN=Wdr96 PE=4 SV=1" 1 1 1 0.825 0.039 0.0227 "C_32_19" "Wdr96" "E9Q7R9"
"2969" "SP://E9Q7R9" "E9Q7R9_MOUSE Protein Wdr96 OS=Mus musculus GN=Wdr96 PE=4 SV=1" 1 1 2 0.533 0.089 0.00456 "C_34_19" "Wdr96" "E9Q7R9"
"2970" "SP://E9Q7R9" "E9Q7R9_MOUSE Protein Wdr96 OS=Mus musculus GN=Wdr96 PE=4 SV=1" 1 1 1 0.498 0.183 0.11 "C_34_21" "Wdr96" "E9Q7R9"
"2971" "SP://E9Q7R9" "E9Q7R9_MOUSE Protein Wdr96 OS=Mus musculus GN=Wdr96 PE=4 SV=1" 1 1 1 1.207 0.018 0.0291 "C_22_23" "Wdr96" "E9Q7R9"
"2972" "SP://E9Q8H9" "E9Q8H9_MOUSE Complement factor H OS=Mus musculus GN=Cfh PE=2 SV=1" 3 4 20 2.578 0.02 8.51e-06 "C_14_01" "Cfh" "E9Q8H9"
"2973" "SP://E9Q8H9" "E9Q8H9_MOUSE Complement factor H OS=Mus musculus GN=Cfh PE=2 SV=1" 1 1 4 3.24 0.123 0.0181 "C_15_02" "Cfh" "E9Q8H9"
"2974" "SP://E9Q8H9" "E9Q8H9_MOUSE Complement factor H OS=Mus musculus GN=Cfh PE=2 SV=1" 6 6 29 1.522 0.013 5.27e-05 "C_16_01" "Cfh" "E9Q8H9"
"2975" "SP://E9Q8H9" "E9Q8H9_MOUSE Complement factor H OS=Mus musculus GN=Cfh PE=2 SV=1" 4 4 22 2.536 0.039 0.000101 "C_17_02" "Cfh" "E9Q8H9"
"2976" "SP://E9Q8H9" "E9Q8H9_MOUSE Complement factor H OS=Mus musculus GN=Cfh PE=2 SV=1" 6 7 28 29.781 0.016 2.46e-08 "C_18_01" "Cfh" "E9Q8H9"
"2977" "SP://E9Q8H9" "E9Q8H9_MOUSE Complement factor H OS=Mus musculus GN=Cfh PE=2 SV=1" 3 3 4 55.742 0.022 1.57e-08 "C_19_02" "Cfh" "E9Q8H9"
"2978" "SP://E9Q8I0" "E9Q8I0_MOUSE Complement factor H OS=Mus musculus GN=Cfh PE=2 SV=1" 3 4 20 2.578 0.02 8.51e-06 "C_14_01" "Cfh" "E9Q8I0"
"2979" "SP://E9Q8I0" "E9Q8I0_MOUSE Complement factor H OS=Mus musculus GN=Cfh PE=2 SV=1" 1 1 4 3.24 0.123 0.0181 "C_15_02" "Cfh" "E9Q8I0"
"2980" "SP://E9Q8I0" "E9Q8I0_MOUSE Complement factor H OS=Mus musculus GN=Cfh PE=2 SV=1" 6 6 29 1.522 0.013 5.27e-05 "C_16_01" "Cfh" "E9Q8I0"
"2981" "SP://E9Q8I0" "E9Q8I0_MOUSE Complement factor H OS=Mus musculus GN=Cfh PE=2 SV=1" 4 4 22 2.536 0.039 0.000101 "C_17_02" "Cfh" "E9Q8I0"
"2982" "SP://E9Q8I0" "E9Q8I0_MOUSE Complement factor H OS=Mus musculus GN=Cfh PE=2 SV=1" 6 7 28 29.781 0.016 2.46e-08 "C_18_01" "Cfh" "E9Q8I0"
"2983" "SP://E9Q8I0" "E9Q8I0_MOUSE Complement factor H OS=Mus musculus GN=Cfh PE=2 SV=1" 3 3 4 55.742 0.022 1.57e-08 "C_19_02" "Cfh" "E9Q8I0"
"2984" "SP://E9Q9V3" "E9Q9V3_MOUSE Nuclear receptor corepressor 2 OS=Mus musculus GN=Ncor2 PE=2 SV=1" 1 1 1 4.074 0.169 0.072 "C_14_01" "Ncor2" "E9Q9V3"
"2985" "SP://E9Q9V3" "E9Q9V3_MOUSE Nuclear receptor corepressor 2 OS=Mus musculus GN=Ncor2 PE=2 SV=1" 1 1 1 2.471 0.053 0.00161 "C_10_31" "Ncor2" "E9Q9V3"
"2986" "SP://E9Q9V3" "E9Q9V3_MOUSE Nuclear receptor corepressor 2 OS=Mus musculus GN=Ncor2 PE=2 SV=1" 1 1 1 1.604 0.037 0.0103 "C_14_31" "Ncor2" "E9Q9V3"
"2987" "SP://E9QMJ8" "E9QMJ8_MOUSE Axin_1 OS=Mus musculus GN=Axin1 PE=2 SV=1" 1 1 1 0.569 0.036 0.00229 "C_33_18" "Axin1" "E9QMJ8"
"2988" "SP://E9QP76" "E9QP76_MOUSE Rhotekin_2 OS=Mus musculus GN=Rtkn2 PE=2 SV=1" 1 1 1 1.544 0.123 0.0256 "C_36_17" "Rtkn2" "E9QP76"
"2989" "SP://E9QP76" "E9QP76_MOUSE Rhotekin_2 OS=Mus musculus GN=Rtkn2 PE=2 SV=1" 1 1 1 1.275 0.042 0.0072 "C_27_22" "Rtkn2" "E9QP76"
"2990" "SP://E9QPR6" "E9QPR6_MOUSE Transmembrane protease serine 13 OS=Mus musculus GN=Tmprss13 PE=3 SV=1" 1 1 3 0.111 0.092 0.0119 "C_31_20" "Tmprss13" "E9QPR6"
"2991" "SP://F2Z3U4" "F2Z3U4_MOUSE Matrilin_4 OS=Mus musculus GN=Matn4 PE=4 SV=1" 1 1 1 3.14 0.054 0.0137 "C_19_32" "Matn4" "F2Z3U4"
"2992" "SP://F2Z405" "F2Z405_MOUSE Serine protease inhibitor A3G OS=Mus musculus GN=Serpina3g PE=2 SV=1" 1 1 1 0.782 0.059 0.0736 "C_31_25" "Serpina3g" "F2Z405"
"2993" "SP://F2Z468" "F2Z468_MOUSE Matrilin_4 OS=Mus musculus GN=Matn4 PE=2 SV=1" 1 1 1 3.14 0.054 0.0137 "C_19_32" "Matn4" "F2Z468"
"2994" "SP://F2Z469" "F2Z469_MOUSE Matrilin_4 OS=Mus musculus GN=Matn4 PE=2 SV=1" 1 1 1 3.14 0.054 0.0137 "C_19_32" "Matn4" "F2Z469"
"2995" "SP://F6S1M4" "F6S1M4_MOUSE Pigment epithelium_derived factor (Fragment) OS=Mus musculus GN=Serpinf1 PE=4 SV=1" 1 1 2 3.166 0.537 0.0333 "C_36_19" "Serpinf1" "F6S1M4"
"2996" "SP://F6VQX8" "F6VQX8_MOUSE Protein Gm20547 (Fragment) OS=Mus musculus GN=Gm20547 PE=3 SV=1" 1 1 1 6.147 0.432 0.00527 "C_30_19" "Gm20547" "F6VQX8"
"2997" "SP://F6W2T4" "F6W2T4_MOUSE Complement factor B (Fragment) OS=Mus musculus GN=Cfb PE=3 SV=1" 1 1 1 6.147 0.432 0.00527 "C_30_19" "Cfb" "F6W2T4"
"2998" "SP://F6XQ00" "F6XQ00_MOUSE Complement factor B OS=Mus musculus GN=Cfb PE=2 SV=1" 1 1 1 6.147 0.432 0.00527 "C_30_19" "Cfb" "F6XQ00"
"2999" "SP://F6XTA4" "F6XTA4_MOUSE Carboxylesterase 1C (Fragment) OS=Mus musculus GN=Ces1c PE=2 SV=1" 1 1 5 0.777 1.431 0.822 "C_30_24" "Ces1c" "F6XTA4"
"3000" "SP://F6XTA4" "F6XTA4_MOUSE Carboxylesterase 1C (Fragment) OS=Mus musculus GN=Ces1c PE=2 SV=1" 1 1 6 0.69 0.129 0.106 "C_31_25" "Ces1c" "F6XTA4"
"3001" "SP://F6Z4B2" "F6Z4B2_MOUSE Nuclear receptor corepressor 2 (Fragment) OS=Mus musculus GN=Ncor2 PE=4 SV=1" 1 1 1 4.074 0.169 0.072 "C_14_01" "Ncor2" "F6Z4B2"
"3002" "SP://F6Z4B2" "F6Z4B2_MOUSE Nuclear receptor corepressor 2 (Fragment) OS=Mus musculus GN=Ncor2 PE=4 SV=1" 1 1 1 2.471 0.053 0.00161 "C_10_31" "Ncor2" "F6Z4B2"
"3003" "SP://F6Z4B2" "F6Z4B2_MOUSE Nuclear receptor corepressor 2 (Fragment) OS=Mus musculus GN=Ncor2 PE=4 SV=1" 1 1 1 1.604 0.037 0.0103 "C_14_31" "Ncor2" "F6Z4B2"
"3004" "SP://F6Z6F4" "F6Z6F4_MOUSE Probable global transcription activator SNF2L1 (Fragment) OS=Mus musculus GN=Smarca1 PE=2 SV=1" 1 1 1 1.582 0.08 0.0102 "C_25_24" "Smarca1" "F6Z6F4"
"3005" "SP://F6ZBL2" "F6ZBL2_MOUSE E3 ubiquitin_protein ligase MIB1 (Fragment) OS=Mus musculus GN=Mib1 PE=4 SV=1" 1 1 1 4.074 0.169 0.072 "C_14_01" "Mib1" "F6ZBL2"
