"Protein.ID"	"Description"	"Peptides"	"Frames"	"Hits"	"Ratio.AS.0.C.0"	"StDev"	"pValue"	"Fraction.1D_2D"	"Gene_name"	"UniprotID"
"5946"	"SP://Q07456"	"AMBP_MOUSE Protein AMBP OS=Mus musculus GN=Ambp PE=1 SV=2"	2	2	7	2.032	0.14	2.71e-05	"A_19_31"	"Ambp"	"Q07456"
"5947"	"SP://Q07456"	"AMBP_MOUSE Protein AMBP OS=Mus musculus GN=Ambp PE=1 SV=2"	1	2	5	0.088	0.041	5.43e-14	"A_21_31"	"Ambp"	"Q07456"
"5948"	"SP://Q07456"	"AMBP_MOUSE Protein AMBP OS=Mus musculus GN=Ambp PE=1 SV=2"	1	1	1	3.892	0.436	0.0404	"A_22_32"	"Ambp"	"Q07456"
"5949"	"SP://Q07456"	"AMBP_MOUSE Protein AMBP OS=Mus musculus GN=Ambp PE=1 SV=2"	1	1	5	3.066	0.121	3.27e-07	"A_23_31"	"Ambp"	"Q07456"
"5950"	"SP://Q07456"	"AMBP_MOUSE Protein AMBP OS=Mus musculus GN=Ambp PE=1 SV=2"	1	1	4	3.672	0.362	5.56e-05	"B_20_32"	"Ambp"	"Q07456"
"5951"	"SP://Q07456"	"AMBP_MOUSE Protein AMBP OS=Mus musculus GN=Ambp PE=1 SV=2"	1	1	4	3.276	0.158	2.79e-09	"B_22_32"	"Ambp"	"Q07456"
"5952"	"SP://Q07456"	"AMBP_MOUSE Protein AMBP OS=Mus musculus GN=Ambp PE=1 SV=2"	1	1	1	1.942	0.151	0.0035	"C_17_32"	"Ambp"	"Q07456"
"5953"	"SP://Q07456"	"AMBP_MOUSE Protein AMBP OS=Mus musculus GN=Ambp PE=1 SV=2"	1	1	1	2.227	0.392	0.0098	"C_14_35"	"Ambp"	"Q07456"
"5954"	"SP://Q07456"	"AMBP_MOUSE Protein AMBP OS=Mus musculus GN=Ambp PE=1 SV=2"	1	1	3	1.999	0.042	2.5e-05	"C_16_35"	"Ambp"	"Q07456"
"5955"	"SP://Q07456"	"AMBP_MOUSE Protein AMBP OS=Mus musculus GN=Ambp PE=1 SV=2"	1	1	2	1.614	0.2	0.00223	"C_18_35"	"Ambp"	"Q07456"
"5956"	"SP://Q07456"	"AMBP_MOUSE Protein AMBP OS=Mus musculus GN=Ambp PE=1 SV=2"	1	1	6	2.474	0.158	1.54e-06	"C_20_31"	"Ambp"	"Q07456"
"5957"	"SP://Q07456"	"AMBP_MOUSE Protein AMBP OS=Mus musculus GN=Ambp PE=1 SV=2"	2	2	9	2.037	0.077	1.43e-09	"C_20_35"	"Ambp"	"Q07456"
"5958"	"SP://Q07456"	"AMBP_MOUSE Protein AMBP OS=Mus musculus GN=Ambp PE=1 SV=2"	1	1	1	99999.9	99999.9	1e-05	"C_22_31"	"Ambp"	"Q07456"
"5959"	"SP://Q07456"	"AMBP_MOUSE Protein AMBP OS=Mus musculus GN=Ambp PE=1 SV=2"	4	5	18	0.001	0	7.18e-07	"C_22_35"	"Ambp"	"Q07456"
"5960"	"SP://Q07968"	"F13B_MOUSE Coagulation factor XIII B chain OS=Mus musculus GN=F13b PE=1 SV=2"	1	1	1	0.527	0.047	0.00785	"A_24_01"	"F13b"	"Q07968"
"5961"	"SP://Q08EB6"	"Q08EB6_MOUSE CLIP associating protein 2 OS=Mus musculus GN=Clasp2 PE=2 SV=1"	1	1	1	0.445	0.012	0.00641	"C_19_24"	"Clasp2"	"Q08EB6"
"5962"	"SP://Q148V7-3"	"K1468_MOUSE Isoform 3 of LisH domain and HEAT repeat_containing protein KIAA1468 OS=Mus musculus GN=Kiaa1468"	1	1	1	1.71	0.078	0.0133	"B_32_01"	"Kiaa1468"	"Q148V7-3"
"5963"	"SP://Q18PI6-3"	"SLAF5_MOUSE Isoform 3 of SLAM family member 5 OS=Mus musculus GN=Cd84"	1	1	1	0	0	0	"A_33_02"	"Cd84"	"Q18PI6-3"
"5964"	"SP://Q19LI2"	"A1BG_MOUSE Alpha_1B_glycoprotein OS=Mus musculus GN=A1bg PE=1 SV=1"	2	2	4	4.777	0.768	0.00011	"B_25_20"	"A1bg"	"Q19LI2"
"5965"	"SP://Q19LI2"	"A1BG_MOUSE Alpha_1B_glycoprotein OS=Mus musculus GN=A1bg PE=1 SV=1"	1	1	3	2.784	0.701	0.00516	"B_26_21"	"A1bg"	"Q19LI2"
"5966"	"SP://Q19LI2"	"A1BG_MOUSE Alpha_1B_glycoprotein OS=Mus musculus GN=A1bg PE=1 SV=1"	1	1	1	4.028	1.755	0.0345	"B_31_20"	"A1bg"	"Q19LI2"
"5967"	"SP://Q19LI2"	"A1BG_MOUSE Alpha_1B_glycoprotein OS=Mus musculus GN=A1bg PE=1 SV=1"	3	4	9	50.535	56.845	9.9e-20	"B_26_23"	"A1bg"	"Q19LI2"
"5968"	"SP://Q19LI2"	"A1BG_MOUSE Alpha_1B_glycoprotein OS=Mus musculus GN=A1bg PE=1 SV=1"	3	3	6	1.993	0.061	1.86e-07	"C_26_23"	"A1bg"	"Q19LI2"
"5969"	"SP://Q19LI2"	"A1BG_MOUSE Alpha_1B_glycoprotein OS=Mus musculus GN=A1bg PE=1 SV=1"	1	1	2	1.943	0.151	0.000115	"C_29_23"	"A1bg"	"Q19LI2"
"5970"	"SP://Q3U1U4"	"Q3U1U4_MOUSE Integrin alpha_M OS=Mus musculus GN=Itgam PE=2 SV=1"	1	1	1	0.114	0.003	0.00098	"A_36_16"	"Itgam"	"Q3U1U4"
"5971"	"SP://Q3U1U4"	"Q3U1U4_MOUSE Integrin alpha_M OS=Mus musculus GN=Itgam PE=2 SV=1"	1	1	1	1.81	0.037	0.00172	"B_33_02"	"Itgam"	"Q3U1U4"
"5972"	"SP://Q3U1U4"	"Q3U1U4_MOUSE Integrin alpha_M OS=Mus musculus GN=Itgam PE=2 SV=1"	1	1	1	31.58	20.831	0.0133	"B_32_15"	"Itgam"	"Q3U1U4"
"5973"	"SP://Q3U1U4"	"Q3U1U4_MOUSE Integrin alpha_M OS=Mus musculus GN=Itgam PE=2 SV=1"	1	1	1	99999.9	99999.9	1e-05	"B_36_15"	"Itgam"	"Q3U1U4"
"5974"	"SP://Q3U1U4"	"Q3U1U4_MOUSE Integrin alpha_M OS=Mus musculus GN=Itgam PE=2 SV=1"	1	1	2	16.708	3.211	0.00331	"B_31_16"	"Itgam"	"Q3U1U4"
"5975"	"SP://Q3U1U4"	"Q3U1U4_MOUSE Integrin alpha_M OS=Mus musculus GN=Itgam PE=2 SV=1"	1	1	1	26.354	10.028	0.0302	"B_32_19"	"Itgam"	"Q3U1U4"
"5976"	"SP://Q3U3V1"	"Q3U3V1_MOUSE Coagulation factor X OS=Mus musculus GN=F10 PE=2 SV=1"	1	1	3	0.028	0.041	8.28e-06	"C_22_35"	"F10"	"Q3U3V1"
"5977"	"SP://Q3U3V1"	"Q3U3V1_MOUSE Coagulation factor X OS=Mus musculus GN=F10 PE=2 SV=1"	1	1	1	2.101	0.118	0.0434	"C_24_35"	"F10"	"Q3U3V1"
"5978"	"SP://Q3U569"	"Q3U569_MOUSE Protein Ankrd12 (Fragment) OS=Mus musculus GN=Ankrd12 PE=2 SV=1"	1	1	1	1.148	0.067	0.0473	"C_38_02"	"Ankrd12"	"Q3U569"
"5979"	"SP://Q3UEG7"	"Q3UEG7_MOUSE Inter_alpha_trypsin inhibitor heavy chain H2 (Fragment) OS=Mus musculus GN=Itih2 PE=2 SV=1"	1	1	2	99999.9	99999.9	2.4e-09	"A_18_32"	"Itih2"	"Q3UEG7"
"5980"	"SP://Q3UEG7"	"Q3UEG7_MOUSE Inter_alpha_trypsin inhibitor heavy chain H2 (Fragment) OS=Mus musculus GN=Itih2 PE=2 SV=1"	5	6	20	2.253	0.062	9.9e-20	"A_19_31"	"Itih2"	"Q3UEG7"
"5981"	"SP://Q3UEG7"	"Q3UEG7_MOUSE Inter_alpha_trypsin inhibitor heavy chain H2 (Fragment) OS=Mus musculus GN=Itih2 PE=2 SV=1"	1	1	2	1.662	0.287	0.00989	"A_20_32"	"Itih2"	"Q3UEG7"
"5982"	"SP://Q3UEG7"	"Q3UEG7_MOUSE Inter_alpha_trypsin inhibitor heavy chain H2 (Fragment) OS=Mus musculus GN=Itih2 PE=2 SV=1"	2	3	5	2.827	0.108	2.99e-11	"A_21_31"	"Itih2"	"Q3UEG7"
"5983"	"SP://Q3UEG7"	"Q3UEG7_MOUSE Inter_alpha_trypsin inhibitor heavy chain H2 (Fragment) OS=Mus musculus GN=Itih2 PE=2 SV=1"	1	1	3	2.576	0.257	0.00434	"A_22_32"	"Itih2"	"Q3UEG7"
"5984"	"SP://Q3UEG7"	"Q3UEG7_MOUSE Inter_alpha_trypsin inhibitor heavy chain H2 (Fragment) OS=Mus musculus GN=Itih2 PE=2 SV=1"	2	2	3	18.217	0.856	3.22e-12	"B_17_35"	"Itih2"	"Q3UEG7"
"5985"	"SP://Q3UEG7"	"Q3UEG7_MOUSE Inter_alpha_trypsin inhibitor heavy chain H2 (Fragment) OS=Mus musculus GN=Itih2 PE=2 SV=1"	1	1	2	4.709	0.114	1.78e-05	"B_18_32"	"Itih2"	"Q3UEG7"
"5986"	"SP://Q3UEG7"	"Q3UEG7_MOUSE Inter_alpha_trypsin inhibitor heavy chain H2 (Fragment) OS=Mus musculus GN=Itih2 PE=2 SV=1"	2	3	5	5.555	0.176	4.94e-10	"B_19_31"	"Itih2"	"Q3UEG7"
"5987"	"SP://Q3UEG7"	"Q3UEG7_MOUSE Inter_alpha_trypsin inhibitor heavy chain H2 (Fragment) OS=Mus musculus GN=Itih2 PE=2 SV=1"	2	2	7	1.611	0.056	3.83e-09	"B_19_35"	"Itih2"	"Q3UEG7"
"5988"	"SP://Q3UEG7"	"Q3UEG7_MOUSE Inter_alpha_trypsin inhibitor heavy chain H2 (Fragment) OS=Mus musculus GN=Itih2 PE=2 SV=1"	3	4	10	5.032	0.046	9.9e-20	"B_20_32"	"Itih2"	"Q3UEG7"
"5989"	"SP://Q3UEG7"	"Q3UEG7_MOUSE Inter_alpha_trypsin inhibitor heavy chain H2 (Fragment) OS=Mus musculus GN=Itih2 PE=2 SV=1"	4	4	11	4.766	0.42	6.66e-16	"B_21_31"	"Itih2"	"Q3UEG7"
"5990"	"SP://Q3UEG7"	"Q3UEG7_MOUSE Inter_alpha_trypsin inhibitor heavy chain H2 (Fragment) OS=Mus musculus GN=Itih2 PE=2 SV=1"	4	4	6	3.275	0.297	3.49e-05	"B_22_32"	"Itih2"	"Q3UEG7"
"5991"	"SP://Q3UEG7"	"Q3UEG7_MOUSE Inter_alpha_trypsin inhibitor heavy chain H2 (Fragment) OS=Mus musculus GN=Itih2 PE=2 SV=1"	1	1	1	2	0.219	0.042	"C_14_35"	"Itih2"	"Q3UEG7"
"5992"	"SP://Q3UEG7"	"Q3UEG7_MOUSE Inter_alpha_trypsin inhibitor heavy chain H2 (Fragment) OS=Mus musculus GN=Itih2 PE=2 SV=1"	3	3	4	1.521	0.037	8.66e-05	"C_16_35"	"Itih2"	"Q3UEG7"
"5993"	"SP://Q3UEG7"	"Q3UEG7_MOUSE Inter_alpha_trypsin inhibitor heavy chain H2 (Fragment) OS=Mus musculus GN=Itih2 PE=2 SV=1"	2	2	3	2.396	0.1	2.35e-05	"C_18_31"	"Itih2"	"Q3UEG7"
"5994"	"SP://Q3UEG7"	"Q3UEG7_MOUSE Inter_alpha_trypsin inhibitor heavy chain H2 (Fragment) OS=Mus musculus GN=Itih2 PE=2 SV=1"	1	1	1	1.547	0.115	0.0229	"C_18_35"	"Itih2"	"Q3UEG7"
"5995"	"SP://Q3UEG7"	"Q3UEG7_MOUSE Inter_alpha_trypsin inhibitor heavy chain H2 (Fragment) OS=Mus musculus GN=Itih2 PE=2 SV=1"	1	1	6	1.49	0.172	0.000158	"C_20_31"	"Itih2"	"Q3UEG7"
"5996"	"SP://Q3UEG7"	"Q3UEG7_MOUSE Inter_alpha_trypsin inhibitor heavy chain H2 (Fragment) OS=Mus musculus GN=Itih2 PE=2 SV=1"	5	8	39	2.596	0.037	9.9e-20	"C_20_35"	"Itih2"	"Q3UEG7"
"5997"	"SP://Q3UEG7"	"Q3UEG7_MOUSE Inter_alpha_trypsin inhibitor heavy chain H2 (Fragment) OS=Mus musculus GN=Itih2 PE=2 SV=1"	3	5	12	5.123	0.396	0.00147	"C_22_35"	"Itih2"	"Q3UEG7"
"5998"	"SP://Q3UEG7"	"Q3UEG7_MOUSE Inter_alpha_trypsin inhibitor heavy chain H2 (Fragment) OS=Mus musculus GN=Itih2 PE=2 SV=1"	2	2	5	1.265	0.008	7.02e-06	"C_24_35"	"Itih2"	"Q3UEG7"
"5999"	"SP://Q3UH06-4"	"RREB1_MOUSE Isoform 4 of Ras_responsive element_binding protein 1 OS=Mus musculus GN=Rreb1"	1	1	1	99999.9	99999.9	1e-05	"B_35_16"	"Rreb1"	"Q3UH06-4"
"6000"	"SP://Q3UHK6-4"	"TEN4_MOUSE Isoform 4 of Teneurin_4 OS=Mus musculus GN=Tenm4"	1	1	1	0.043	0.044	0.00314	"A_33_17"	"Tenm4"	"Q3UHK6-4"
"6001"	"SP://Q3UHK6-4"	"TEN4_MOUSE Isoform 4 of Teneurin_4 OS=Mus musculus GN=Tenm4"	1	1	1	0.635	0.039	0.0298	"A_27_21"	"Tenm4"	"Q3UHK6-4"
"6002"	"SP://Q3UHK6-4"	"TEN4_MOUSE Isoform 4 of Teneurin_4 OS=Mus musculus GN=Tenm4"	1	1	1	2.176	0.186	0.0353	"A_32_20"	"Tenm4"	"Q3UHK6-4"
"6003"	"SP://Q3UI47"	"Q3UI47_MOUSE Kinesin family member 3A_ isoform CRA_b OS=Mus musculus GN=Kif3a PE=2 SV=1"	1	1	1	0.836	0.044	0.0253	"A_32_08"	"Kif3a"	"Q3UI47"
"6004"	"SP://Q3USH5"	"SFSWA_MOUSE Splicing factor_ suppressor of white_apricot homolog OS=Mus musculus GN=Sfswap PE=1 SV=2"	1	1	1	0.003	0.004	0.0153	"B_34_15"	"Sfswap"	"Q3USH5"
"6005"	"SP://Q3USH5"	"SFSWA_MOUSE Splicing factor_ suppressor of white_apricot homolog OS=Mus musculus GN=Sfswap PE=1 SV=2"	1	1	1	0.008	0.003	0.000297	"B_36_15"	"Sfswap"	"Q3USH5"
"6006"	"SP://Q3USH5"	"SFSWA_MOUSE Splicing factor_ suppressor of white_apricot homolog OS=Mus musculus GN=Sfswap PE=1 SV=2"	1	1	1	0.005	0.003	0.0118	"B_32_17"	"Sfswap"	"Q3USH5"
"6007"	"SP://Q3UTR7"	"Q3UTR7_MOUSE Angiotensinogen OS=Mus musculus GN=Agt PE=2 SV=1"	2	2	3	19.536	6.467	5.32e-07	"A_33_21"	"Agt"	"Q3UTR7"
"6008"	"SP://Q3UTR7"	"Q3UTR7_MOUSE Angiotensinogen OS=Mus musculus GN=Agt PE=2 SV=1"	1	1	5	1.491	0.146	2.62e-05	"A_34_20"	"Agt"	"Q3UTR7"
"6009"	"SP://Q3UTR7"	"Q3UTR7_MOUSE Angiotensinogen OS=Mus musculus GN=Agt PE=2 SV=1"	3	3	10	3.394	0.052	3.15e-14	"A_35_21"	"Agt"	"Q3UTR7"
"6010"	"SP://Q3UTR7"	"Q3UTR7_MOUSE Angiotensinogen OS=Mus musculus GN=Agt PE=2 SV=1"	1	1	2	2.747	0.384	0.000142	"A_22_23"	"Agt"	"Q3UTR7"
"6011"	"SP://Q3UTR7"	"Q3UTR7_MOUSE Angiotensinogen OS=Mus musculus GN=Agt PE=2 SV=1"	4	4	9	2.4	0.101	8.33e-09	"A_27_23"	"Agt"	"Q3UTR7"
"6012"	"SP://Q3UTR7"	"Q3UTR7_MOUSE Angiotensinogen OS=Mus musculus GN=Agt PE=2 SV=1"	3	4	9	7.643	0.69	1.56e-13	"A_33_23"	"Agt"	"Q3UTR7"
"6013"	"SP://Q3UTR7"	"Q3UTR7_MOUSE Angiotensinogen OS=Mus musculus GN=Agt PE=2 SV=1"	2	2	9	2.428	0.217	3.64e-10	"A_34_22"	"Agt"	"Q3UTR7"
"6014"	"SP://Q3UTR7"	"Q3UTR7_MOUSE Angiotensinogen OS=Mus musculus GN=Agt PE=2 SV=1"	5	5	17	1.556	0.032	1.15e-13	"A_35_23"	"Agt"	"Q3UTR7"
"6015"	"SP://Q3UTR7"	"Q3UTR7_MOUSE Angiotensinogen OS=Mus musculus GN=Agt PE=2 SV=1"	1	1	3	3.354	0.288	4e-05	"A_25_25"	"Agt"	"Q3UTR7"
"6016"	"SP://Q3UTR7"	"Q3UTR7_MOUSE Angiotensinogen OS=Mus musculus GN=Agt PE=2 SV=1"	1	1	3	1.567	0.109	0.000452	"B_32_21"	"Agt"	"Q3UTR7"
"6017"	"SP://Q3UTR7"	"Q3UTR7_MOUSE Angiotensinogen OS=Mus musculus GN=Agt PE=2 SV=1"	1	1	3	2.116	0.179	0.0014	"B_33_20"	"Agt"	"Q3UTR7"
"6018"	"SP://Q3UTR7"	"Q3UTR7_MOUSE Angiotensinogen OS=Mus musculus GN=Agt PE=2 SV=1"	1	1	1	4.813	0.399	0.00073	"B_33_22"	"Agt"	"Q3UTR7"
"6019"	"SP://Q3UTR7"	"Q3UTR7_MOUSE Angiotensinogen OS=Mus musculus GN=Agt PE=2 SV=1"	5	5	17	6.794	0.278	9.9e-20	"B_34_21"	"Agt"	"Q3UTR7"
"6020"	"SP://Q3UTR7"	"Q3UTR7_MOUSE Angiotensinogen OS=Mus musculus GN=Agt PE=2 SV=1"	3	3	11	2.429	0.081	8.84e-12	"B_35_20"	"Agt"	"Q3UTR7"
"6021"	"SP://Q3UTR7"	"Q3UTR7_MOUSE Angiotensinogen OS=Mus musculus GN=Agt PE=2 SV=1"	1	1	2	7.922	1.39	0.000153	"B_35_22"	"Agt"	"Q3UTR7"
"6022"	"SP://Q3UTR7"	"Q3UTR7_MOUSE Angiotensinogen OS=Mus musculus GN=Agt PE=2 SV=1"	1	1	5	2.037	0.522	9.66e-05	"B_24_23"	"Agt"	"Q3UTR7"
"6023"	"SP://Q3UTR7"	"Q3UTR7_MOUSE Angiotensinogen OS=Mus musculus GN=Agt PE=2 SV=1"	2	2	4	13.549	4.609	9.74e-11	"B_25_24"	"Agt"	"Q3UTR7"
"6024"	"SP://Q3UTR7"	"Q3UTR7_MOUSE Angiotensinogen OS=Mus musculus GN=Agt PE=2 SV=1"	6	6	9	10.774	2.013	9.9e-20	"B_26_23"	"Agt"	"Q3UTR7"
"6025"	"SP://Q3UTR7"	"Q3UTR7_MOUSE Angiotensinogen OS=Mus musculus GN=Agt PE=2 SV=1"	3	3	9	6.305	0.149	4.12e-10	"B_34_23"	"Agt"	"Q3UTR7"
"6026"	"SP://Q3UTR7"	"Q3UTR7_MOUSE Angiotensinogen OS=Mus musculus GN=Agt PE=2 SV=1"	1	1	1	2.08	0.522	0.0408	"B_36_23"	"Agt"	"Q3UTR7"
"6027"	"SP://Q3UTR7"	"Q3UTR7_MOUSE Angiotensinogen OS=Mus musculus GN=Agt PE=2 SV=1"	1	1	3	5.228	1.489	0.00078	"C_33_20"	"Agt"	"Q3UTR7"
"6028"	"SP://Q3UTR7"	"Q3UTR7_MOUSE Angiotensinogen OS=Mus musculus GN=Agt PE=2 SV=1"	4	4	11	3.32	0.112	9.9e-20	"C_34_21"	"Agt"	"Q3UTR7"
"6029"	"SP://Q3UTR7"	"Q3UTR7_MOUSE Angiotensinogen OS=Mus musculus GN=Agt PE=2 SV=1"	2	2	5	2.762	0.119	7.24e-06	"C_35_20"	"Agt"	"Q3UTR7"
"6030"	"SP://Q3UTR7"	"Q3UTR7_MOUSE Angiotensinogen OS=Mus musculus GN=Agt PE=2 SV=1"	2	2	5	0.098	0.044	1.01e-07	"C_36_21"	"Agt"	"Q3UTR7"
"6031"	"SP://Q3UTR7"	"Q3UTR7_MOUSE Angiotensinogen OS=Mus musculus GN=Agt PE=2 SV=1"	1	1	1	2.837	0.337	0.0374	"C_24_23"	"Agt"	"Q3UTR7"
"6032"	"SP://Q3UTR7"	"Q3UTR7_MOUSE Angiotensinogen OS=Mus musculus GN=Agt PE=2 SV=1"	1	1	1	6.185	0.692	0.0304	"C_25_24"	"Agt"	"Q3UTR7"
"6033"	"SP://Q3UTR7"	"Q3UTR7_MOUSE Angiotensinogen OS=Mus musculus GN=Agt PE=2 SV=1"	1	1	1	4.167	0.193	0.0068	"C_26_25"	"Agt"	"Q3UTR7"
"6034"	"SP://Q3UTR7"	"Q3UTR7_MOUSE Angiotensinogen OS=Mus musculus GN=Agt PE=2 SV=1"	1	1	2	7.453	0.177	1.9e-05	"C_31_23"	"Agt"	"Q3UTR7"
"6035"	"SP://Q3UTR7"	"Q3UTR7_MOUSE Angiotensinogen OS=Mus musculus GN=Agt PE=2 SV=1"	4	4	10	10.461	0.806	9.46e-12	"C_32_22"	"Agt"	"Q3UTR7"
"6036"	"SP://Q3UTR7"	"Q3UTR7_MOUSE Angiotensinogen OS=Mus musculus GN=Agt PE=2 SV=1"	7	8	23	3.401	0.171	9.9e-20	"C_33_23"	"Agt"	"Q3UTR7"
"6037"	"SP://Q3UTR7"	"Q3UTR7_MOUSE Angiotensinogen OS=Mus musculus GN=Agt PE=2 SV=1"	3	3	5	18.216	1.372	1.15e-11	"C_33_25"	"Agt"	"Q3UTR7"
"6038"	"SP://Q3UTR7"	"Q3UTR7_MOUSE Angiotensinogen OS=Mus musculus GN=Agt PE=2 SV=1"	5	6	17	6.773	0.204	9.9e-20	"C_34_22"	"Agt"	"Q3UTR7"
"6039"	"SP://Q3UTR7"	"Q3UTR7_MOUSE Angiotensinogen OS=Mus musculus GN=Agt PE=2 SV=1"	4	5	8	20.897	2.843	9.9e-20	"C_34_24"	"Agt"	"Q3UTR7"
"6040"	"SP://Q3UTR7"	"Q3UTR7_MOUSE Angiotensinogen OS=Mus musculus GN=Agt PE=2 SV=1"	5	6	19	8.654	0.569	9.9e-20	"C_35_23"	"Agt"	"Q3UTR7"
"6041"	"SP://Q3UTR7"	"Q3UTR7_MOUSE Angiotensinogen OS=Mus musculus GN=Agt PE=2 SV=1"	2	2	3	3.444	0.112	6.64e-05	"C_25_26"	"Agt"	"Q3UTR7"
"6042"	"SP://Q3UTR7"	"Q3UTR7_MOUSE Angiotensinogen OS=Mus musculus GN=Agt PE=2 SV=1"	1	1	2	2.783	0.304	0.00695	"C_25_28"	"Agt"	"Q3UTR7"
"6043"	"SP://Q3UV11"	"Q3UV11_MOUSE Keratin_ type II cytoskeletal 6B OS=Mus musculus GN=Krt6b PE=2 SV=1"	1	1	1	0.491	0.159	0.0409	"A_16_01"	"Krt6b"	"Q3UV11"
"6044"	"SP://Q3UV11"	"Q3UV11_MOUSE Keratin_ type II cytoskeletal 6B OS=Mus musculus GN=Krt6b PE=2 SV=1"	1	1	2	0.103	0.011	0.0109	"A_22_01"	"Krt6b"	"Q3UV11"
"6045"	"SP://Q3UV11"	"Q3UV11_MOUSE Keratin_ type II cytoskeletal 6B OS=Mus musculus GN=Krt6b PE=2 SV=1"	1	1	2	0	0	0	"A_30_01"	"Krt6b"	"Q3UV11"
"6046"	"SP://Q3UV11"	"Q3UV11_MOUSE Keratin_ type II cytoskeletal 6B OS=Mus musculus GN=Krt6b PE=2 SV=1"	1	1	2	0.038	0.015	4.05e-06	"A_38_00"	"Krt6b"	"Q3UV11"
"6047"	"SP://Q3UV11"	"Q3UV11_MOUSE Keratin_ type II cytoskeletal 6B OS=Mus musculus GN=Krt6b PE=2 SV=1"	1	1	1	0.017	0.026	0.0427	"A_07_11"	"Krt6b"	"Q3UV11"
"6048"	"SP://Q3UV11"	"Q3UV11_MOUSE Keratin_ type II cytoskeletal 6B OS=Mus musculus GN=Krt6b PE=2 SV=1"	1	1	2	0.017	0.007	0.00151	"A_09_11"	"Krt6b"	"Q3UV11"
"6049"	"SP://Q3UV11"	"Q3UV11_MOUSE Keratin_ type II cytoskeletal 6B OS=Mus musculus GN=Krt6b PE=2 SV=1"	1	1	1	99999.9	99999.9	1e-05	"A_25_18"	"Krt6b"	"Q3UV11"
"6050"	"SP://Q3UV11"	"Q3UV11_MOUSE Keratin_ type II cytoskeletal 6B OS=Mus musculus GN=Krt6b PE=2 SV=1"	1	1	1	0	0	0	"A_32_14"	"Krt6b"	"Q3UV11"
"6051"	"SP://Q3UV11"	"Q3UV11_MOUSE Keratin_ type II cytoskeletal 6B OS=Mus musculus GN=Krt6b PE=2 SV=1"	1	1	2	0.055	0.015	0.00649	"A_34_12"	"Krt6b"	"Q3UV11"
"6052"	"SP://Q3UV11"	"Q3UV11_MOUSE Keratin_ type II cytoskeletal 6B OS=Mus musculus GN=Krt6b PE=2 SV=1"	1	1	1	0.061	0.089	0.019	"A_37_15"	"Krt6b"	"Q3UV11"
"6053"	"SP://Q3UV11"	"Q3UV11_MOUSE Keratin_ type II cytoskeletal 6B OS=Mus musculus GN=Krt6b PE=2 SV=1"	1	1	2	2.366	0.08	0.00521	"A_19_21"	"Krt6b"	"Q3UV11"
"6054"	"SP://Q3UV11"	"Q3UV11_MOUSE Keratin_ type II cytoskeletal 6B OS=Mus musculus GN=Krt6b PE=2 SV=1"	1	1	2	1.838	0.133	0.0102	"A_20_22"	"Krt6b"	"Q3UV11"
"6055"	"SP://Q3UV11"	"Q3UV11_MOUSE Keratin_ type II cytoskeletal 6B OS=Mus musculus GN=Krt6b PE=2 SV=1"	1	1	1	0	0	0	"A_21_19"	"Krt6b"	"Q3UV11"
"6056"	"SP://Q3UV11"	"Q3UV11_MOUSE Keratin_ type II cytoskeletal 6B OS=Mus musculus GN=Krt6b PE=2 SV=1"	1	1	4	0.261	0.026	0.000151	"A_23_21"	"Krt6b"	"Q3UV11"
"6057"	"SP://Q3UV11"	"Q3UV11_MOUSE Keratin_ type II cytoskeletal 6B OS=Mus musculus GN=Krt6b PE=2 SV=1"	1	1	1	99999.9	99999.9	1e-05	"A_26_20"	"Krt6b"	"Q3UV11"
"6058"	"SP://Q3UV11"	"Q3UV11_MOUSE Keratin_ type II cytoskeletal 6B OS=Mus musculus GN=Krt6b PE=2 SV=1"	1	1	1	0.055	0.017	0.00566	"A_27_19"	"Krt6b"	"Q3UV11"
"6059"	"SP://Q3UV11"	"Q3UV11_MOUSE Keratin_ type II cytoskeletal 6B OS=Mus musculus GN=Krt6b PE=2 SV=1"	1	1	2	0	0	0	"A_07_23"	"Krt6b"	"Q3UV11"
"6060"	"SP://Q3UV11"	"Q3UV11_MOUSE Keratin_ type II cytoskeletal 6B OS=Mus musculus GN=Krt6b PE=2 SV=1"	1	1	1	0.069	0.045	0.0194	"A_14_24"	"Krt6b"	"Q3UV11"
"6061"	"SP://Q3UV11"	"Q3UV11_MOUSE Keratin_ type II cytoskeletal 6B OS=Mus musculus GN=Krt6b PE=2 SV=1"	1	1	2	0	0	0	"A_11_25"	"Krt6b"	"Q3UV11"
"6062"	"SP://Q3UV11"	"Q3UV11_MOUSE Keratin_ type II cytoskeletal 6B OS=Mus musculus GN=Krt6b PE=2 SV=1"	1	1	1	9.631	0.69	0.00541	"A_15_25"	"Krt6b"	"Q3UV11"
"6063"	"SP://Q3UV11"	"Q3UV11_MOUSE Keratin_ type II cytoskeletal 6B OS=Mus musculus GN=Krt6b PE=2 SV=1"	1	1	1	13	1.126	0.0241	"B_41_02"	"Krt6b"	"Q3UV11"
"6064"	"SP://Q3UV11"	"Q3UV11_MOUSE Keratin_ type II cytoskeletal 6B OS=Mus musculus GN=Krt6b PE=2 SV=1"	1	1	1	0	0	0	"B_26_15"	"Krt6b"	"Q3UV11"
